"3","Pre_Generals","3"
"4","Pre_Generals","3"
"6","Post_Quals","2"
"9","Post_Generals","5"
"13","Post_Generals","7"
"14","Post_Generals","10"
"15","Post_Quals","3"
"18","Pre_Quals","3"
"19","Pre_Quals","1"
"20","Pre_Quals","1"
"21","Post_Generals","5"
"23","Pre_Generals","3"
"27","Pre_Quals","1"
"31","Pre_Generals","3"
"35","Pre_Generals","3"
"36","Pre_Generals","3"
"37","Pre_Quals","1"
"38","Pre_Generals","3"
"39","Pre_Generals","3"
"41","Post_Quals","5"
"42","Pre_Quals","1"
"45","Post_Generals","5"
"51","Pre_Quals","2"
"58","Pre_Generals","3"
"61","Pre_Generals","3"
"62","Pre_Quals","2"
"63","Post_Generals","5"
"67","Post_Generals","6"
"68","Post_Generals","5"
"70","Pre_Quals","1"
"71","Pre_Generals","3"
"73","Post_Quals","4"
"75","Post_Generals","6"
"76","Pre_Generals","3"
"77","Pre_Generals","3"
"80","Post_Generals","6"
"81","Post_Generals","6"
"83","Post_Quals","5"
"84","Pre_Generals","3"
"85","Pre_Generals","3"
"86","Pre_Generals","3"
"87","Pre_Generals","3"
"88","Pre_Generals","3"
"89","Post_Generals","5"
"90","Pre_Generals","3"
"92","Post_Generals","5"
"94","Pre_Quals","1"
"96","Post_Generals","5"
"99","Post_Quals","2"
"100","Post_Quals","5"
"102","Pre_Generals","4"
"105","Pre_Generals","4"
"108","Pre_Generals","4"
"113","Post_Generals","4"
"116","Pre_Quals","3"
"118","Post_Generals","4"
"119","Pre_Generals","4"
"122","Post_Quals","4"
"123","Pre_Generals","4"
"125","Pre_Generals","4"
"126","Post_Quals","5"
"129","Post_Generals","6"
"130","Post_Generals","8"
"131","Pre_Generals","4"
"138","Pre_Generals","4"
"139","Post_Quals","3"
"140","Pre_Generals","4"
"141","Post_Generals","6"
"142","Post_Generals","9"
"144","Pre_Generals","4"
"146","Pre_Generals","4"
"148","Post_Quals","5"
"149","Post_Quals","5"
"154","Post_Quals","4"
"155","Pre_Quals","2"
"157","Post_Quals","4"
"158","Pre_Generals","4"
"159","Post_Quals","2"
"161","Post_Generals","7"
"163","Post_Quals","4"
"167","Pre_Generals","4"
"172","Pre_Quals","1"
"175","Post_Generals","2"
"176","Post_Quals","2"
"178","Pre_Generals","4"
"182","Post_Quals","3"
"183","Pre_Quals","4"
"186","Pre_Quals","1"
"187","Pre_Quals","1"
"188","Pre_Generals","4"
"190","Pre_Generals","4"
"191","Post_Quals","4"
"193","Pre_Quals","1"
"195","Pre_Generals","4"
"198","Pre_Generals","4"
"200","Post_Quals","4"
"203","Pre_Generals","4"
"204","Post_Generals","6"
"205","Pre_Quals","1"
"206","Post_Generals","6"
"207","Pre_Generals","4"
"208","Post_Quals","4"
"212","Post_Generals","7"
"214","Pre_Generals","4"
"217","Post_Generals","5"
"218","Post_Generals","12"
"222","Pre_Quals","1"
"223","Pre_Generals","4"
"226","Post_Quals","4"
"228","Post_Quals","3"
"230","Pre_Generals","11"
"232","Pre_Generals","11"
"233","Pre_Quals","1"
"237","Pre_Generals","11"
"239","Post_Quals","4"
"241","Post_Quals","3"
"242","Post_Generals","5"
"249","Post_Generals","7"
"253","Post_Generals","5"
"255","Post_Generals","5"
"257","Post_Generals","7"
"258","Pre_Generals","11"
"259","Pre_Generals","11"
"261","Pre_Generals","4"
"262","Post_Generals","7"
"263","Post_Generals","6"
"265","Post_Generals","9"
"266","Post_Quals","5"
"269","Pre_Generals","4"
"270","Pre_Quals","1"
"271","Pre_Generals","4"
"272","Post_Quals","2"
"274","Pre_Generals","4"
"275","Post_Generals","5"
"276","Pre_Quals","3"
"277","Pre_Quals","1"
"278","Pre_Quals","2"
"280","Pre_Quals","3"
"283","Pre_Quals","1"
"284","Post_Quals","3"
"286","Post_Quals","3"
"287","Pre_Generals","4"
"288","Post_Generals","5"
"294","Pre_Generals","4"
"296","Pre_Generals","4"
"299","Pre_Quals","3"
"300","Post_Generals","8"
"303","Post_Quals","4"
"306","Pre_Generals","4"
"309","Post_Quals","3"
"310","Pre_Generals","4"
"311","Post_Quals","3"
"312","Pre_Quals","4"
"314","Post_Generals","4"
"315","Pre_Generals","4"
"317","Pre_Generals","4"
"318","Pre_Quals","5"
"320","Post_Quals","3"
"321","Pre_Generals","4"
"322","Pre_Generals","4"
"325","Pre_Generals","4"
"327","Pre_Generals","4"
"328","Pre_Generals","4"
"333","Pre_Quals","2"
"340","Pre_Generals","4"
"343","Pre_Quals","1"
"347","Pre_Generals","4"
"348","Post_Quals","3"
"350","Pre_Generals","4"
"352","Post_Generals","5"
"353","Post_Quals","4"
"354","Pre_Generals","4"
"356","Pre_Generals","4"
"357","Post_Quals","4"
"358","Pre_Generals","4"
"361","Post_Generals","6"
"362","Post_Quals","3"
"363","Pre_Quals","3"
"368","Post_Generals","4"
"374","Post_Generals","12"
"376","Post_Quals","4"
"377","Pre_Quals","1"
"380","Post_Generals","6"
"381","Post_Generals","10"
"382","Post_Quals","3"
"383","Pre_Quals","2"
"384","Post_Quals","3"
"390","Pre_Quals","2"
"391","Post_Quals","4"
"392","Pre_Generals","4"
"397","Pre_Generals","4"
"398","Pre_Quals","1"
"400","Pre_Generals","4"
"401","Pre_Generals","4"
"402","Pre_Quals","2"
"403","Post_Generals","12"
"404","Post_Generals","4"
"406","Post_Generals","5"
"408","Pre_Quals","2"
"410","Pre_Generals","4"
"411","Post_Generals","6"
"412","Post_Quals","3"
"416","Pre_Quals","1"
"417","Pre_Quals","1"
"418","Post_Quals","3"
"419","Post_Generals","7"
"420","Pre_Generals","4"
"422","Post_Quals","3"
"424","Pre_Generals","4"
"426","Post_Quals","5"
"427","Post_Quals","4"
"428","Pre_Generals","4"
"429","Post_Quals","5"
"431","Pre_Quals","2"
"432","Post_Quals","5"
"435","Post_Quals","4"
